Suburb,Rooms,Type,Price,Method,Postcode,Propertycount,Distance,CouncilArea
Mitcham,3,h,1300000,SP,3132,6871,17.2,Whitehorse City Council
Montmorency,3,h,820000,SP,3094,3891,16.2,Banyule City Council
Montmorency,3,h,725000,S,3094,3891,16.2,Banyule City Council
Moonee Ponds,2,h,1180000,S,3039,6232,6.2,Moonee Valley City Council
Moonee Ponds,2,h,910000,S,3039,6232,6.2,Moonee Valley City Council
Moonee Ponds,3,h,887500,S,3039,6232,6.2,Moonee Valley City Council
Moonee Ponds,3,h,1143000,S,3039,6232,6.2,Moonee Valley City Council
Moonee Ponds,3,u,,W,3039,6232,6.2,Moonee Valley City Council
Moonee Ponds,3,h,1117500,S,3039,6232,6.2,Moonee Valley City Council
Moonee Ponds,3,h,1330000,S,3039,6232,6.2,Moonee Valley City Council
Moorabbin,2,h,800000,S,3189,2555,14.3,Kingston City Council
Moorabbin,5,h,1410000,S,3189,2555,14.3,Kingston City Council
Moorabbin,1,t,457500,S,3189,2555,14.3,Kingston City Council
Mooroolbark,3,h,778000,S,3138,8280,26.5,Yarra Ranges Shire Council
Mordialloc,3,t,822000,S,3195,3650,21.5,Kingston City Council
Mordialloc,3,h,895000,S,3195,3650,21.5,Kingston City Council
Mordialloc,4,h,1300000,PI,3195,3650,21.5,Kingston City Council
Mount Waverley,2,u,568888,S,3149,13366,14.2,Monash City Council
Mount Waverley,5,h,3105000,S,3149,13366,14.2,Monash City Council
Mount Waverley,4,h,1500000,S,3149,13366,14.2,Monash City Council
Mount Waverley,3,t,1030000,S,3149,13366,14.2,Monash City Council
Mount Waverley,2,u,,S,3149,13366,14.2,Monash City Council
Mount Waverley,4,t,,PI,3149,13366,14.2,Monash City Council
Mount Waverley,5,h,,SP,3149,13366,14.2,Monash City Council
Mount Waverley,4,h,1275000,PI,3149,13366,14.2,Monash City Council
Mount Waverley,3,h,1360000,S,3149,13366,14.2,Monash City Council
Mount Waverley,5,h,,SN,3149,13366,14.2,Monash City Council
Mount Waverley,5,h,,PI,3149,13366,14.2,Monash City Council
Mount Waverley,4,h,980000,SP,3149,13366,14.2,Monash City Council
Mount Waverley,3,t,,S,3149,13366,14.2,Monash City Council
Mount Waverley,5,h,1601000,SP,3149,13366,14.2,Monash City Council
Mount Waverley,4,h,1780000,S,3149,13366,14.2,Monash City Council
Mulgrave,3,h,630000,S,3170,7113,18.8,Monash City Council
Mulgrave,4,h,925000,S,3170,7113,18.8,Monash City Council
Mulgrave,3,h,868000,S,3170,7113,18.8,Monash City Council
Mulgrave,5,h,880000,S,3170,7113,18.8,Monash City Council
Mulgrave,3,h,920000,S,3170,7113,18.8,Monash City Council
Murrumbeena,4,h,1550000,VB,3163,4442,10.1,Glen Eira City Council
Murrumbeena,2,u,720000,PI,3163,4442,10.1,Glen Eira City Council
Murrumbeena,2,u,586500,S,3163,4442,10.1,Glen Eira City Council
Narre Warren,3,h,551000,SP,3805,9376,34.1,Casey City Council
Narre Warren,4,h,510000,SP,3805,9376,34.1,Casey City Council
Newport,2,h,1032000,SP,3015,5498,6.2,Hobsons Bay City Council
Newport,3,h,1270000,S,3015,5498,6.2,Hobsons Bay City Council
Noble Park,4,h,710000,S,3174,11806,22.7,Greater Dandenong City Council
North Melbourne,6,h,1815000,S,3051,6821,1.8,Melbourne City Council
North Melbourne,1,u,420000,SP,3051,6821,1.8,Melbourne City Council
Northcote,2,h,1200000,PI,3070,11364,5.3,Darebin City Council
Northcote,1,u,345000,PI,3070,11364,5.3,Darebin City Council
Northcote,3,h,,S,3070,11364,5.3,Darebin City Council
Northcote,3,t,1075000,SP,3070,11364,5.3,Darebin City Council
Northcote,3,h,1332000,S,3070,11364,5.3,Darebin City Council
Northcote,1,u,,PI,3070,11364,5.3,Darebin City Council
Nunawading,3,h,685000,S,3131,4973,15.4,Manningham City Council
Nunawading,3,h,1185000,S,3131,4973,15.4,Manningham City Council
Nunawading,3,h,806000,S,3131,4973,15.4,Manningham City Council
Oak Park,3,h,857000,S,3046,2651,11.2,Moreland City Council
Oak Park,4,h,945000,S,3046,2651,11.2,Moreland City Council
Oakleigh,4,t,986000,S,3166,3224,12.3,Monash City Council
Oakleigh South,2,h,1120000,S,3167,3692,15.5,Kingston City Council
Oakleigh South,3,u,710000,PI,3167,3692,15.5,Kingston City Council
Ormond,2,u,420000,S,3204,3578,11.4,Glen Eira City Council
Ormond,2,u,490000,SP,3204,3578,11.4,Glen Eira City Council
Ormond,3,h,,S,3204,3578,11.4,Glen Eira City Council
Ormond,3,t,1100000,S,3204,3578,11.4,Glen Eira City Council
Pakenham,3,h,378000,S,3810,17384,47.3,Cardinia Shire Council
Parkdale,3,h,1260000,S,3195,5087,21.5,Kingston City Council
Parkdale,3,h,1200000,S,3195,5087,21.5,Kingston City Council
Parkdale,2,u,669000,S,3195,5087,21.5,Kingston City Council
Parkville,1,u,668000,S,3052,2309,1.8,Melbourne City Council
Pascoe Vale,4,h,945000,S,3044,7485,8.5,Moreland City Council
Pascoe Vale,2,t,650000,SP,3044,7485,8.5,Moreland City Council
Pascoe Vale,4,h,1510000,S,3044,7485,8.5,Moreland City Council
Pascoe Vale,2,t,522000,SP,3044,7485,8.5,Moreland City Council
Pascoe Vale,3,u,760000,S,3044,7485,8.5,Moreland City Council
Pascoe Vale,3,h,930000,S,3044,7485,8.5,Moreland City Council
Patterson Lakes,3,t,645000,S,3197,3351,31.2,Kingston City Council
Plenty,4,h,,SP,3090,777,20.1,Nillumbik Shire Council
Point Cook,3,h,641000,SP,3030,15542,14.7,Wyndham City Council
Point Cook,4,h,720000,VB,3030,15542,14.7,Wyndham City Council
Port Melbourne,2,u,625000,S,3207,8648,3.5,Melbourne City Council
Port Melbourne,3,h,1400000,S,3207,8648,3.5,Melbourne City Council
Port Melbourne,4,t,2090000,SP,3207,8648,3.5,Melbourne City Council
Port Melbourne,1,u,505000,S,3207,8648,3.5,Melbourne City Council
Port Melbourne,3,h,1650000,S,3207,8648,3.5,Melbourne City Council
Prahran,1,u,311000,S,3181,7717,4.6,Stonnington City Council
Prahran,2,h,1325000,S,3181,7717,4.6,Stonnington City Council
Prahran,3,h,,S,3181,7717,4.6,Stonnington City Council
Prahran,2,u,940000,S,3181,7717,4.6,Stonnington City Council
Preston,3,t,893000,S,3072,14577,8.4,Darebin City Council
Preston,2,u,410000,VB,3072,14577,8.4,Darebin City Council
Preston,3,t,640000,VB,3072,14577,8.4,Darebin City Council
Preston,3,h,1239500,S,3072,14577,8.4,Darebin City Council
Preston,2,h,530000,S,3072,14577,8.4,Darebin City Council
Reservoir,3,h,610000,S,3073,21650,12,Darebin City Council
Reservoir,2,h,710000,S,3073,21650,12,Darebin City Council
Reservoir,3,h,,S,3073,21650,12,Darebin City Council
Reservoir,1,u,357500,SP,3073,21650,12,Darebin City Council
Reservoir,2,u,560000,S,3073,21650,12,Darebin City Council
Reservoir,2,u,390000,SP,3073,21650,12,Darebin City Council
Reservoir,4,h,,S,3073,21650,12,Darebin City Council
Reservoir,3,h,700000,PI,3073,21650,12,Darebin City Council
Reservoir,2,h,846000,S,3073,21650,12,Darebin City Council
Reservoir,3,h,500000,SP,3073,21650,12,Darebin City Council
Reservoir,5,h,1100000,PI,3073,21650,12,Darebin City Council
Reservoir,3,h,,SN,3073,21650,12,Darebin City Council
Reservoir,2,t,655000,S,3073,21650,12,Darebin City Council
Reservoir,2,h,520000,S,3073,21650,12,Darebin City Council
Reservoir,3,h,850000,SP,3073,21650,12,Darebin City Council
Reservoir,3,t,,PN,3073,21650,12,Darebin City Council
Reservoir,3,h,886500,S,3073,21650,12,Darebin City Council
Richmond,2,h,1110000,S,3121,14949,2.4,Yarra City Council
Richmond,2,u,906000,S,3121,14949,2.4,Yarra City Council
Richmond,2,t,1100000,PI,3121,14949,2.4,Yarra City Council
Richmond,2,u,610000,VB,3121,14949,2.4,Yarra City Council
Richmond,1,u,550000,S,3121,14949,2.4,Yarra City Council
Richmond,2,u,514500,SP,3121,14949,2.4,Yarra City Council
Richmond,3,h,,S,3121,14949,2.4,Yarra City Council
Richmond,3,h,1619000,S,3121,14949,2.4,Yarra City Council
Riddells Creek,3,h,410000,S,3431,1475,47.4,Macedon Ranges Shire Council
Ringwood,3,t,,SP,3134,7785,19.9,Maroondah City Council
Ringwood,2,u,,S,3134,7785,19.9,Maroondah City Council
Ringwood,3,h,739000,S,3134,7785,19.9,Maroondah City Council
Ringwood East,4,h,901000,S,3135,4407,21.3,Maroondah City Council
Ringwood East,3,h,700000,S,3135,4407,21.3,Maroondah City Council
Ringwood North,3,h,805000,S,3134,3619,19.9,Manningham City Council
Rosanna,3,h,,SP,3084,3540,8.9,Banyule City Council
Rosanna,2,t,,PI,3084,3540,8.9,Banyule City Council
Rowville,3,h,,PN,3178,11667,23.5,Knox City Council
Rowville,4,h,,PI,3178,11667,23.5,Knox City Council
Rowville,4,h,868200,S,3178,11667,23.5,Knox City Council
Roxburgh Park,3,h,,PN,3064,5833,20.6,Hume City Council
Roxburgh Park,4,h,462000,S,3064,5833,20.6,Hume City Council
Roxburgh Park,4,h,448000,S,3064,5833,20.6,Hume City Council
Roxburgh Park,3,h,393500,S,3064,5833,20.6,Hume City Council
Roxburgh Park,3,h,,PI,3064,5833,20.6,Hume City Council
Sandringham,4,h,,SN,3191,4497,15.2,Bayside City Council
Sandringham,3,h,1450000,PI,3191,4497,15.2,Bayside City Council
Sandringham,3,t,,PI,3191,4497,15.2,Bayside City Council
Scoresby,3,h,821000,S,3179,2206,22.2,Knox City Council
Seaford,4,h,701000,S,3198,8077,35.4,Frankston City Council
Seddon,3,h,865500,S,3011,2417,5.1,Maribyrnong City Council
Seddon,2,u,362000,S,3011,2417,5.1,Maribyrnong City Council
South Melbourne,2,u,,PI,3205,5943,1.9,Port Phillip City Council
South Melbourne,2,u,651000,S,3205,5943,1.9,Port Phillip City Council
South Morang,4,h,711000,S,3752,7969,20.5,Whittlesea City Council
South Morang,4,h,560000,SP,3752,7969,20.5,Whittlesea City Council
South Morang,3,t,387000,SP,3752,7969,20.5,Whittlesea City Council
South Morang,4,h,,SN,3752,7969,20.5,Whittlesea City Council
South Morang,5,h,920000,S,3752,7969,20.5,Whittlesea City Council
South Morang,4,h,706000,S,3752,7969,20.5,Whittlesea City Council
South Yarra,5,h,5000000,VB,3141,14887,2.7,Melbourne City Council
South Yarra,1,u,480000,PI,3141,14887,2.7,Melbourne City Council
South Yarra,2,u,495000,SP,3141,14887,2.7,Melbourne City Council
South Yarra,4,h,,S,3141,14887,2.7,Melbourne City Council
South Yarra,2,u,705000,S,3141,14887,2.7,Melbourne City Council
South Yarra,1,u,392000,S,3141,14887,2.7,Melbourne City Council
Southbank,2,u,630000,SP,3006,8400,0.7,Melbourne City Council
Spotswood,3,t,667500,SP,3015,1223,6.2,Hobsons Bay City Council
Springvale,3,h,860000,S,3171,7412,20.8,Greater Dandenong City Council
St Albans,4,h,860000,SP,3021,14042,14,Brimbank City Council
St Albans,3,h,610000,PI,3021,14042,14,Brimbank City Council
St Albans,3,h,605000,S,3021,14042,14,Brimbank City Council
St Albans,3,h,645000,SA,3021,14042,14,Brimbank City Council
St Albans,3,h,,SN,3021,14042,14,Brimbank City Council
St Albans,1,h,1100000,SP,3021,14042,14,Brimbank City Council
St Kilda,3,u,640000,S,3182,13240,5,Port Phillip City Council
St Kilda,1,u,,SN,3182,13240,5,Port Phillip City Council
St Kilda,2,u,501500,S,3182,13240,5,Port Phillip City Council
Strathmore,3,t,890000,S,3041,3284,8.2,Moonee Valley City Council
Strathmore,4,h,1301000,S,3041,3284,8.2,Moonee Valley City Council
Strathmore Heights,3,h,900000,PI,3041,389,8.2,Moonee Valley City Council
Sunshine,3,h,890000,S,3020,3755,10.5,Brimbank City Council
Sunshine,3,h,,PI,3020,3755,10.5,Brimbank City Council
Sunshine,2,u,430000,VB,3020,3755,10.5,Brimbank City Council
Sunshine,3,h,1200000,SA,3020,3755,10.5,Brimbank City Council
Sunshine,3,h,612000,SP,3020,3755,10.5,Brimbank City Council
Sunshine North,3,h,732000,S,3020,4217,10.5,Brimbank City Council
Sunshine North,4,h,861800,S,3020,4217,10.5,Brimbank City Council
Sunshine West,4,t,630000,SP,3020,6763,10.5,Brimbank City Council
Sunshine West,3,h,,PN,3020,6763,10.5,Brimbank City Council
Surrey Hills,2,u,,SN,3127,5457,10.2,Boroondara City Council
Surrey Hills,5,h,3250000,PI,3127,5457,10.2,Boroondara City Council
Surrey Hills,4,h,,PI,3127,5457,10.2,Boroondara City Council
Surrey Hills,4,h,1600000,S,3127,5457,10.2,Boroondara City Council
Surrey Hills,2,h,,S,3127,5457,10.2,Boroondara City Council
Surrey Hills,3,h,,SP,3127,5457,10.2,Boroondara City Council
Sydenham,5,h,593000,S,3037,3640,18,Brimbank City Council
Sydenham,4,h,547000,S,3037,3640,18,Brimbank City Council
Taylors Lakes,3,h,,SP,3038,5336,15.5,Brimbank City Council
Taylors Lakes,4,h,645500,S,3038,5336,15.5,Brimbank City Council
Templestowe,5,h,1952000,S,3106,6202,15.5,Manningham City Council
Templestowe,3,h,1175000,S,3106,6202,15.5,Manningham City Council
Templestowe,4,h,1750000,S,3106,6202,15.5,Manningham City Council
Templestowe,4,h,1380000,S,3106,6202,15.5,Manningham City Council
Templestowe,3,t,965000,S,3106,6202,15.5,Manningham City Council
Templestowe Lower,4,h,1051888,SA,3107,5420,12.4,Manningham City Council
Templestowe Lower,5,h,1310000,S,3107,5420,12.4,Manningham City Council
Templestowe Lower,4,h,1150000,S,3107,5420,12.4,Manningham City Council
Templestowe Lower,4,h,1255000,S,3107,5420,12.4,Manningham City Council
Templestowe Lower,5,h,1351000,S,3107,5420,12.4,Manningham City Council
Templestowe Lower,3,h,1161500,SP,3107,5420,12.4,Manningham City Council
Thomastown,3,h,580000,S,3074,7955,15.3,Whittlesea City Council
Thomastown,3,h,745000,S,3074,7955,15.3,Whittlesea City Council
Thomastown,3,h,576000,S,3074,7955,15.3,Whittlesea City Council
Thomastown,3,u,517000,S,3074,7955,15.3,Whittlesea City Council
Thomastown,3,h,525000,S,3074,7955,15.3,Whittlesea City Council
Thornbury,2,u,,PI,3071,8870,7,Darebin City Council
Thornbury,2,h,1260000,S,3071,8870,7,Darebin City Council
Thornbury,3,h,,S,3071,8870,7,Darebin City Council
Thornbury,4,h,1651118,S,3071,8870,7,Darebin City Council
Toorak,1,u,,SP,3142,7217,4.1,Stonnington City Council
Toorak,2,u,580000,VB,3142,7217,4.1,Stonnington City Council
Toorak,2,u,1850000,S,3142,7217,4.1,Stonnington City Council
Toorak,3,h,,S,3142,7217,4.1,Stonnington City Council
Toorak,3,u,855000,S,3142,7217,4.1,Stonnington City Council
Toorak,3,h,1600000,PI,3142,7217,4.1,Stonnington City Council
Truganina,3,h,,PN,3029,5811,18.4,Melton City Council
Tullamarine,4,h,695000,S,3043,3296,12.9,Brimbank City Council
Tullamarine,3,h,560000,S,3043,3296,12.9,Brimbank City Council
Tullamarine,2,h,,SN,3043,3296,12.9,Brimbank City Council
Vermont South,4,h,1120000,PI,3133,4280,17.2,Whitehorse City Council
Vermont South,4,h,,PI,3133,4280,17.2,Whitehorse City Council
Wantirna,5,h,,SN,3152,5424,14.7,Knox City Council
Wantirna South,4,h,921000,S,3152,7082,14.7,Knox City Council
Wantirna South,3,h,,PI,3152,7082,14.7,Knox City Council
Wantirna South,5,h,1390000,S,3152,7082,14.7,Knox City Council
Warrandyte,4,h,,SN,3113,2003,21.1,Manningham City Council
Warrandyte,3,h,730000,S,3113,2003,21.1,Manningham City Council
Werribee,2,h,700000,S,3030,16166,14.7,Wyndham City Council
Werribee,3,h,452000,S,3030,16166,14.7,Wyndham City Council
Werribee,3,h,,SN,3030,16166,14.7,Wyndham City Council
Werribee,3,h,430000,SP,3030,16166,14.7,Wyndham City Council
West Footscray,3,h,720000,S,3012,5058,6.4,Maribyrnong City Council
West Footscray,3,h,975000,S,3012,5058,6.4,Maribyrnong City Council
West Footscray,2,h,930000,S,3012,5058,6.4,Maribyrnong City Council
West Melbourne,1,u,315000,S,3003,2230,3.1,Melbourne City Council
Westmeadows,2,t,470000,SP,3049,2474,16.5,Hume City Council
Westmeadows,3,h,,SN,3049,2474,16.5,Hume City Council
Wheelers Hill,4,h,,PI,3150,7392,16.7,Monash City Council
Wheelers Hill,4,h,1185000,S,3150,7392,16.7,Monash City Council
Wheelers Hill,3,u,,PI,3150,7392,16.7,Monash City Council
Wheelers Hill,4,h,1050000,S,3150,7392,16.7,Monash City Council
Wheelers Hill,3,h,1131000,SP,3150,7392,16.7,Monash City Council
Williamstown,5,h,1700000,S,3016,6380,6.8,Hobsons Bay City Council
Williamstown,3,h,1520000,SP,3016,6380,6.8,Hobsons Bay City Council
Williamstown,3,h,1621000,S,3016,6380,6.8,Hobsons Bay City Council
Windsor,2,h,1670000,S,3181,4380,4.6,Port Phillip City Council
Windsor,2,u,652000,S,3181,4380,4.6,Port Phillip City Council
Wollert,4,h,660000,S,3750,2940,25.5,Whittlesea City Council
Wollert,4,h,567500,SA,3750,2940,25.5,Whittlesea City Council
Wollert,3,h,472500,S,3750,2940,25.5,Whittlesea City Council
Wyndham Vale,5,h,,PN,3024,5262,27.2,Wyndham City Council
Wyndham Vale,3,h,380000,S,3024,5262,27.2,Wyndham City Council
Yarraville,2,h,,S,3013,6543,6.3,Maribyrnong City Council
Yarraville,3,h,1381000,SP,3013,6543,6.3,Maribyrnong City Council
Yarraville,3,h,,SP,3013,6543,6.3,Maribyrnong City Council
Yarraville,2,u,607500,SP,3013,6543,6.3,Maribyrnong City Council
Yarraville,3,h,1120000,SP,3013,6543,6.3,Maribyrnong City Council
Yarraville,2,h,802000,SP,3013,6543,6.3,Maribyrnong City Council
Yarraville,6,h,1550000,S,3013,6543,6.3,Maribyrnong City Council
Abbotsford,3,h,1350000,S,3067,4019,3,Yarra City Council
Airport West,3,h,858000,SP,3042,3464,10.4,Moonee Valley City Council
Airport West,2,u,593000,S,3042,3464,10.4,Moonee Valley City Council
Airport West,3,h,640000,S,3042,3464,10.4,Moonee Valley City Council
Airport West,3,h,961000,S,3042,3464,10.4,Moonee Valley City Council
Albert Park,2,h,1535000,S,3206,3280,3,Port Phillip City Council
Albion,3,h,570000,S,3020,2185,10.5,Brimbank City Council
Alphington,4,h,2345000,S,3078,2211,5.7,Darebin City Council
Alphington,4,h,,S,3078,2211,5.7,Darebin City Council
Altona Meadows,3,h,,SN,3028,7630,15.5,Hobsons Bay City Council
Altona North,3,h,900000,S,3025,5132,9.4,Hobsons Bay City Council
Altona North,3,h,,PN,3025,5132,9.4,Hobsons Bay City Council
Altona North,2,t,650000,SP,3025,5132,9.4,Hobsons Bay City Council
Ardeer,2,h,480000,S,3022,1281,12.8,Brimbank City Council
Armadale,5,h,5200000,SP,3143,4836,6.3,Stonnington City Council
Ascot Vale,3,h,950000,S,3032,6567,4.3,Moonee Valley City Council
Ascot Vale,4,h,,SP,3032,6567,4.3,Moonee Valley City Council
Ashwood,3,h,1225000,S,3147,2894,10.2,Monash City Council
Attwood,5,h,1025000,S,3049,1130,16.5,Hume City Council
Avondale Heights,3,u,622000,S,3034,4502,9.5,Moonee Valley City Council
Avondale Heights,3,h,825000,SP,3034,4502,9.5,Moonee Valley City Council
Balwyn,4,h,1475000,PI,3103,5682,7.9,Boroondara City Council
Balwyn,5,h,3050000,VB,3103,5682,7.9,Boroondara City Council
Balwyn North,4,h,,S,3104,7809,9.7,Boroondara City Council
Balwyn North,5,h,2160000,S,3104,7809,9.7,Boroondara City Council
Balwyn North,3,t,1050000,PI,3104,7809,9.7,Boroondara City Council
Balwyn North,6,h,,SP,3104,7809,9.7,Boroondara City Council
Balwyn North,3,h,1275000,VB,3104,7809,9.7,Boroondara City Council
Bayswater,3,t,640000,S,3153,5030,23.2,Knox City Council
Bayswater North,3,u,500000,PI,3153,3598,23.2,Maroondah City Council
Bayswater North,4,h,825000,SP,3153,3598,23.2,Maroondah City Council
Beaumaris,1,u,,PI,3193,5366,17.3,Bayside City Council
Beaumaris,2,u,800000,VB,3193,5366,17.3,Bayside City Council
Beaumaris,4,h,1221000,PI,3193,5366,17.3,Bayside City Council
Beaumaris,4,h,1800000,S,3193,5366,17.3,Bayside City Council
Beaumaris,5,h,,SS,3193,5366,17.3,Bayside City Council
Beaumaris,4,h,1823000,S,3193,5366,17.3,Bayside City Council
Beaumaris,6,h,2000000,S,3193,5366,17.3,Bayside City Council
Bentleigh,3,h,1365000,S,3204,6795,11.4,Glen Eira City Council
Bentleigh,3,h,1045000,SP,3204,6795,11.4,Glen Eira City Council
Bentleigh East,5,h,1220000,S,3165,10969,13.8,Glen Eira City Council
Berwick,4,h,627500,SP,3806,17093,35.2,Casey City Council
Blackburn,3,u,1095000,S,3130,5713,13.4,Whitehorse City Council
Blackburn,4,h,,VB,3130,5713,13.4,Whitehorse City Council
Blackburn South,3,h,1020000,S,3130,4387,13.4,Whitehorse City Council
Blackburn South,3,h,,SN,3130,4387,13.4,Whitehorse City Council
Boronia,3,h,642000,S,3155,9704,25,Knox City Council
Briar Hill,3,h,840000,S,3088,1390,16.1,Banyule City Council
Brighton,3,h,2650000,S,3186,10579,10.5,Bayside City Council
Brighton,1,u,380000,VB,3186,10579,10.5,Bayside City Council
Brighton,5,h,3250000,SP,3186,10579,10.5,Bayside City Council
Brighton East,4,t,1731000,SP,3187,6938,10.3,Bayside City Council
Broadmeadows,3,t,465000,S,3047,4294,14,Hume City Council
Broadmeadows,3,h,518500,S,3047,4294,14,Hume City Council
Brooklyn,3,u,665000,S,3012,962,6.4,Brimbank City Council
Brunswick,2,u,692000,S,3056,11918,5.2,Moreland City Council
Brunswick East,2,h,1305000,S,3057,5533,4,Moreland City Council
Brunswick West,3,h,,S,3055,7082,5.2,Moreland City Council
Brunswick West,3,h,1100000,S,3055,7082,5.2,Moreland City Council
Brunswick West,2,h,573000,S,3055,7082,5.2,Moreland City Council
Bulleen,3,h,1060000,S,3105,4480,10.8,Manningham City Council
Bundoora,4,h,,SP,3083,10175,12.1,Banyule City Council
Bundoora,3,h,805000,S,3083,10175,12.1,Banyule City Council
Bundoora,3,h,682000,S,3083,10175,12.1,Banyule City Council
Bundoora,3,t,510000,S,3083,10175,12.1,Banyule City Council
Burnside Heights,3,h,535000,S,3023,1686,14.8,Melton City Council
Burwood East,4,h,1088000,PI,3151,4048,14.7,Whitehorse City Council
Burwood East,3,h,1180000,S,3151,4048,14.7,Whitehorse City Council
Cairnlea,3,h,630000,PI,3023,2674,14.8,Brimbank City Council
Camberwell,2,u,677000,S,3124,8920,7.7,Boroondara City Council
Camberwell,3,h,,PI,3124,8920,7.7,Boroondara City Council
Camberwell,2,u,670000,VB,3124,8920,7.7,Boroondara City Council
